date,time,program,excercise,superset,set,reps,seconds,isrest,kg,lb,kmh,mph,seckm,secmiles,rpe,rpm,resistance,equipmentprogram,degrees,onesided,diameter,setting,chestpad,attachment
02/12/2015,21:55:33,Shoulder Relax,Reverse Crunch,,1,40,,,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Reverse Crunch,,3,50,,,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Crunch,,1,50,,,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,2,,60,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Crunch,,3,30,,,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,4,,60,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Crunch,,5,30,,,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,6,,60,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Side Bend,,1,50,,,9.07,20,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,2,,30,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Side Bend,,3,50,,,9.07,20,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,4,,30,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Side Bend,,5,40,,,9.07,20,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,6,,30,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Side Bend,,7,40,,,9.07,20,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,8,,30,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Seated Flye Machine,,1,12,,,15.88,35,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Seated Flye Machine,,3,12,,,18.14,40,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Seated Flye Machine,,5,12,,,18.14,40,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Seated Flye Machine,,7,12,,,18.14,40,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Seated Flye Machine,,9,12,,,20.41,45,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Bench Press,,1,12,,,45.36,100,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Bench Press,,3,12,,,49.9,110,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Bench Press,,5,12,,,49.9,110,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Bench Press,,7,12,,,49.9,110,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Bench Press,,9,10,,,49.9,110,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Bench Press,,1,12,,,27.22,60,,,,,,,,,0,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Bench Press,,3,12,,,27.22,60,,,,,,,,,0,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Bench Press,,5,12,,,27.22,60,,,,,,,,,0,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Bench Press,,7,12,,,31.75,70,,,,,,,,,0,,,,,
02/12/2015,21:55:33,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Bench Press,,9,12,,,31.75,70,,,,,,,,,0,,,,,
02/12/2015,21:55:33,Shoulder Relax,Lat Pull-Down,,1,12,,,18.14,40,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,2,,60,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Lat Pull-Down,,3,12,,,18.14,40,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,4,,60,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Lat Pull-Down,,5,12,,,20.41,45,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,6,,60,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Lat Pull-Down,,7,12,,,20.41,45,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,8,,60,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Lat Pull-Down,,9,12,,,20.41,45,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Standing Dumbbell Shoulder Press,,1,12,,,18.14,40,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Standing Dumbbell Shoulder Press,,3,12,,,18.14,40,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Standing Dumbbell Shoulder Press,,5,12,,,18.14,40,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Standing Dumbbell Shoulder Press,,7,12,,,22.68,50,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Standing Dumbbell Shoulder Press,,9,12,,,22.68,50,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Curl,,1,12,,,18.14,40,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,2,,90,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Curl,,3,12,,,22.68,50,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,4,,90,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Curl,,5,12,,,22.68,50,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,6,,90,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Curl,,7,12,,,22.68,50,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,8,,90,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Dumbbell Curl,,9,12,,,22.68,50,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Back Squat,,1,12,,,50,110.23,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Back Squat,,3,12,,,50,110.23,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Back Squat,,5,12,,,50,110.23,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Back Squat,,7,12,,,50,110.23,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Back Squat,,9,12,,,50,110.23,,,,,,,,,,,,,,latbar
02/12/2015,21:55:33,Shoulder Relax,Static Triceps Push-Down With Rope,,1,30,,,11.34,25,,,,,,,,,,,,,,rope
02/12/2015,21:55:33,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,rope
02/12/2015,21:55:33,Shoulder Relax,Static Triceps Push-Down With Rope,,3,20,,,11.34,25,,,,,,,,,,,,,,rope
02/12/2015,21:55:33,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,rope
02/12/2015,21:55:33,Shoulder Relax,Static Triceps Push-Down With Rope,,5,20,,,11.34,25,,,,,,,,,,,,,,rope
02/12/2015,21:55:33,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,rope
09/12/2015,22:19:11,Shoulder Relax,Reverse Crunch,,1,60,,,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Reverse Crunch,,3,40,,,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Crunch,,1,35,,,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,2,,60,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Crunch,,3,35,,,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,4,,60,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Crunch,,5,35,,,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,6,,60,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Side Bend,,1,50,,,9.07,20,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,2,,30,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Side Bend,,3,50,,,9.07,20,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,4,,30,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Side Bend,,5,40,,,9.07,20,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,6,,30,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Side Bend,,7,40,,,9.07,20,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,8,,30,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Seated Flye Machine,,1,12,,,15.88,35,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Seated Flye Machine,,3,12,,,18.14,40,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Seated Flye Machine,,5,12,,,18.14,40,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Seated Flye Machine,,7,12,,,18.14,40,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Seated Flye Machine,,9,12,,,20.41,45,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Bench Press,,1,12,,,40.82,90,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Bench Press,,3,12,,,49.9,110,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Bench Press,,5,12,,,49.9,110,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Bench Press,,7,12,,,58.97,130,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Bench Press,,9,12,,,58.97,130,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Bench Press,,1,12,,,31.75,70,,,,,,,,,0,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Bench Press,,3,12,,,36.29,80,,,,,,,,,0,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Bench Press,,5,12,,,36.29,80,,,,,,,,,0,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Bench Press,,7,12,,,36.29,80,,,,,,,,,0,,,,,
09/12/2015,22:19:11,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Bench Press,,9,12,,,36.29,80,,,,,,,,,0,,,,,
09/12/2015,22:19:11,Shoulder Relax,Lat Pull-Down,,1,12,,,18.14,40,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,2,,60,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Lat Pull-Down,,3,12,,,18.14,40,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,4,,60,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Lat Pull-Down,,5,12,,,20.41,45,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,6,,60,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Lat Pull-Down,,7,12,,,20.41,45,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,8,,60,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Lat Pull-Down,,9,10,,,20.41,45,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Standing Dumbbell Shoulder Press,,1,12,,,18.14,40,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Standing Dumbbell Shoulder Press,,3,12,,,22.68,50,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Standing Dumbbell Shoulder Press,,5,12,,,22.68,50,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Standing Dumbbell Shoulder Press,,7,12,,,22.68,50,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Standing Dumbbell Shoulder Press,,9,12,,,22.68,50,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Curl,,1,12,,,22.68,50,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,2,,90,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Curl,,3,12,,,22.68,50,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,4,,90,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Curl,,5,12,,,22.68,50,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,6,,90,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Curl,,7,12,,,22.68,50,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,8,,90,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Dumbbell Curl,,9,12,,,22.68,50,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Back Squat,,1,12,,,50,110.23,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Back Squat,,3,12,,,50,110.23,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Back Squat,,5,12,,,50,110.23,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Back Squat,,7,12,,,50,110.23,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Back Squat,,9,12,,,50,110.23,,,,,,,,,,,,,,latbar
09/12/2015,22:19:11,Shoulder Relax,Static Triceps Push-Down With Rope,,1,30,,,11.34,25,,,,,,,,,,,,,,rope
09/12/2015,22:19:11,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,rope
09/12/2015,22:19:11,Shoulder Relax,Static Triceps Push-Down With Rope,,3,25,,,11.34,25,,,,,,,,,,,,,,rope
09/12/2015,22:19:11,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,rope
09/12/2015,22:19:11,Shoulder Relax,Static Triceps Push-Down With Rope,,5,20,,,11.34,25,,,,,,,,,,,,,,rope
09/12/2015,22:19:11,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,rope
14/12/2015,19:20:20,Shoulder Relax,Reverse Crunch,,1,100,,,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Reverse Crunch,,3,40,,,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Crunch,,1,35,,,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,2,,60,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Crunch,,3,35,,,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,4,,60,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Crunch,,5,35,,,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,6,,60,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Dumbbell Side Bend,,1,30,,,9.07,20,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,2,,30,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Dumbbell Side Bend,,3,30,,,9.07,20,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,4,,30,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Dumbbell Side Bend,,5,30,,,9.07,20,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,6,,30,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Dumbbell Side Bend,,7,30,,,9.07,20,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,8,,60,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Seated Flye Machine,,1,12,,,15.88,35,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Seated Flye Machine,,3,12,,,15.88,35,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Seated Flye Machine,,5,12,,,18.14,40,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Seated Flye Machine,,7,12,,,18.14,40,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Seated Flye Machine,,9,12,,,20.41,45,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Bench Press,,1,12,,,40.82,90,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Bench Press,,3,12,,,40.82,90,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Bench Press,,5,9,,,49.9,110,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Bench Press,,7,10,,,49.9,110,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Bench Press,,9,12,,,49.9,110,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Dumbbell Bench Press,,1,12,,,31.75,70,,,,,,,,,0,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Dumbbell Bench Press,,3,8,,,31.75,70,,,,,,,,,0,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Dumbbell Bench Press,,5,12,,,36.29,80,,,,,,,,,0,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Dumbbell Bench Press,,7,12,,,36.29,80,,,,,,,,,0,,,,,
14/12/2015,19:20:20,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
14/12/2015,19:20:20,Shoulder Relax,Dumbbell Bench Press,,9,12,,,36.29,80,,,,,,,,,0,,,,,
14/12/2015,19:20:20,Shoulder Relax,Lat Pull-Down,,1,12,,,18.14,40,,,,,,,,,,,,,,latbar
14/12/2015,19:20:20,Shoulder Relax,,,2,,60,rest,,,,,,,,,,,,,,,,latbar
14/12/2015,19:20:20,Shoulder Relax,Lat Pull-Down,,3,10,,,18.14,40,,,,,,,,,,,,,,latbar
14/12/2015,19:20:20,Shoulder Relax,,,4,,60,rest,,,,,,,,,,,,,,,,latbar
14/12/2015,19:20:20,Shoulder Relax,Lat Pull-Down,,5,10,,,18.14,40,,,,,,,,,,,,,,latbar
14/12/2015,19:20:20,Shoulder Relax,,,6,,60,rest,,,,,,,,,,,,,,,,latbar
14/12/2015,19:20:20,Shoulder Relax,Lat Pull-Down,,7,10,,,18.14,40,,,,,,,,,,,,,,latbar
14/12/2015,19:20:20,Shoulder Relax,,,8,,60,rest,,,,,,,,,,,,,,,,latbar
14/12/2015,19:20:20,Shoulder Relax,Lat Pull-Down,,9,10,,,20.41,45,,,,,,,,,,,,,,latbar
14/12/2015,19:20:20,Shoulder Relax,Standing Dumbbell Shoulder Press,,1,12,,,22.68,50,,,,,,,,,,,,,,latbar
